,eastAll,eastOne,eastOneyear,eastSix,eastThree,eastThreeyear
4938,0.0,0.0,0.0,0.0,0.0,0.0
4939,-13.3,3.09,-7.37,-0.46,-1.03,0.0
4940,0.0,4.0,1.66,0.87,0.58,2.26
4941,4.1,0.77,0.87,0.87,0.68,0.0
4942,5.18,0.73,2.21,1.77,0.9,0.0
4943,17.21,3.71,14.35,9.34,3.27,0.0
4944,0.0,0.0,0.0,0.0,0.0,0.0
4945,0.0,4.9,2.24,1.06,0.77,3.76
4946,0.0,6.1,2.51,1.14,0.76,4.33
4947,3.84,0.6,2.1,1.93,0.6,0.0
4948,0.0,0.7,0.8,0.3,0.4,0.6
4949,8.86,0.84,-0.94,0.0,-0.19,0.0
4950,58.84,0.86,-0.6,0.26,0.07,0.0
4951,2.0,2.0,0.0,0.0,2.0,0.0
4952,2.2,2.1,0.0,0.0,1.79,0.0
4953,-19.9,3.62,-1.35,1.91,0.13,0.0
4954,9.6,7.77,13.11,-0.36,-4.03,0.0
4955,0.2,1.11,1.42,1.93,0.5,0.0
4956,0.0,0.0,0.0,0.0,0.0,0.0
4957,0.0,0.0,0.0,0.0,0.0,0.0
4958,0.0,0.0,0.0,0.0,0.0,0.0
4959,1.6,5.18,-15.89,2.52,5.83,0.0
4960,14.76,3.36,9.86,9.75,4.55,0.0
4961,-2.86,3.03,8.81,9.25,4.09,0.0
4962,6.81,1.41,1.35,1.37,1.03,0.0
4963,17.94,2.74,2.14,0.45,0.38,0.0
4964,18.13,0.4,-5.25,-8.4,-10.47,0.0
4965,26.9,9.17,18.55,20.37,11.51,0.0
4966,23.47,5.02,11.61,7.47,4.08,0.0
4967,14.72,5.79,18.68,11.29,6.19,0.0
4968,27.25,5.02,12.47,6.55,2.91,0.0
4969,41.77,5.53,25.09,14.88,6.95,0.0
4970,29.23,6.47,14.4,9.61,5.45,0.0
4971,0.2,0.6,0.0,0.0,0.1,0.0
4972,0.0,0.0,0.0,0.0,0.0,0.0
4973,43.9,4.05,43.47,25.57,6.51,0.0
4974,-1.3,4.44,-12.65,-11.32,-10.11,0.0
4975,16.92,0.0,8.78,4.3,1.35,0.0
4976,27.1,0.39,25.22,13.69,-0.47,0.0
4977,10.0,0.73,0.0,13.4,4.76,0.0
4978,6.32,1.11,2.97,1.11,0.6,0.0
4979,14.55,0.95,11.43,1.2,0.65,0.0
4980,0.0,0.0,0.0,0.0,0.0,0.0
4981,0.0,0.0,0.0,0.0,0.0,0.0
4982,18.92,5.46,9.91,6.63,0.38,0.0
4983,7.32,1.82,3.01,1.57,0.9,0.0
4984,0.0,0.0,0.0,0.0,0.0,0.0
4985,4.3,1.66,3.58,2.15,1.36,0.0
4986,12.9,5.71,7.52,16.51,7.94,0.0
4987,10.7,7.37,0.09,6.44,3.65,0.0
4988,5.1,4.04,3.14,3.72,2.59,0.0
4989,5.81,4.01,3.53,3.9,2.67,0.0
4990,1.17,3.15,1.46,3.18,0.13,0.0
4991,4.9,0.38,4.59,1.25,0.58,0.0
4992,5.5,0.48,5.08,1.54,0.76,0.0
4993,0.0,2.9,1.98,0.98,0.49,2.8
4994,0.0,0.0,0.0,0.0,0.0,0.0
4995,5.6,1.64,3.02,2.92,1.93,0.0
4996,6.1,1.73,3.41,3.11,2.12,0.0
4997,17.79,9.15,13.15,8.63,9.05,0.0
4998,2.3,0.49,0.0,2.1,1.09,0.0
4999,7.42,2.04,0.0,7.42,4.16,0.0
5000,-7.2,6.3,4.15,1.2,-2.93,0.0
5001,1.4,0.8,1.6,1.0,0.3,0.0
5002,2.1,0.79,2.1,1.29,0.49,0.0
5003,5.8,1.24,3.52,2.32,1.15,0.0
5004,4.9,1.16,2.94,2.54,1.16,0.0
5005,9.5,4.39,0.0,0.0,7.56,0.0
5006,0.0,0.0,0.0,0.0,0.0,0.0
5007,0.0,0.0,0.0,0.0,0.0,0.0
5008,5.2,1.06,1.35,1.06,0.57,0.0
5009,3.0,1.08,0.88,0.78,0.49,0.0
5010,-1.6,6.26,0.0,0.0,-1.7,0.0
5011,-14.5,7.55,-5.32,-6.56,-12.93,0.0
5012,30.4,2.03,31.72,18.01,3.25,0.0
5013,0.0,0.0,0.0,0.0,0.0,0.0
5014,6.5,3.8,4.11,-1.02,-3.45,0.0
5015,3.6,3.5,-2.45,-7.25,-7.83,0.0
5016,20.9,6.05,13.1,12.05,6.43,0.0
5017,0.0,0.0,0.0,0.0,0.0,0.0
5018,-6.32,0.39,0.0,0.0,-6.33,0.0
5019,7.2,-0.09,0.0,6.03,2.29,0.0
5020,2.19,2.5,2.09,1.89,1.38,0.0
5021,-15.8,3.57,-7.68,-5.5,-7.68,0.0
5022,0.0,0.0,0.0,0.0,0.0,0.0
5023,0.0,0.0,0.0,0.0,0.0,0.0
5024,11.65,1.27,4.87,1.66,0.97,0.0
5025,0.0,0.0,0.0,0.0,0.0,0.0
5026,0.0,0.0,0.0,0.0,0.0,0.0
5027,2.7,1.88,0.0,2.7,2.29,0.0
5028,20.6,6.07,18.93,17.77,8.45,0.0
5029,0.0,7.0,4.29,1.9,0.66,6.47
5030,2.7,0.88,0.0,2.39,1.38,0.0
5031,0.0,0.0,0.0,0.0,0.0,0.0
5032,9.2,6.12,10.75,19.08,7.27,0.0
5033,33.4,5.04,26.93,12.76,4.87,0.0
5034,2.1,6.02,0.0,3.34,2.0,0.0
5035,-15.9,7.27,-2.44,8.8,4.99,0.0
5036,0.0,0.0,0.0,0.0,0.0,0.0
5037,0.0,0.0,0.0,0.0,0.0,0.0
5038,5.0,1.74,3.24,2.04,1.06,0.0
5039,5.4,1.84,3.54,2.23,1.25,0.0
5040,4.7,2.35,2.85,2.05,1.75,0.0
5041,0.0,0.6,-0.59,-0.3,0.7,0.5
5042,4.09,1.47,0.96,-0.68,-0.68,0.0
5043,4.1,0.91,0.77,-1.05,-1.21,0.0
5044,1.6,3.15,-1.65,-1.26,-1.17,0.0
5045,7.4,2.97,5.09,2.87,2.29,0.0
5046,-4.7,7.93,-7.66,9.29,3.93,0.0
5047,2.62,0.89,1.3,1.2,0.69,0.0
5048,-7.3,0.22,-5.31,-4.53,-3.84,0.0
5049,-5.6,0.32,-4.45,-4.07,-3.48,0.0
5050,0.0,0.0,0.0,0.0,0.0,0.0
5051,5.5,5.5,0.0,0.0,0.0,0.0
5052,0.0,0.0,0.0,0.0,0.0,0.0
5053,0.0,0.0,0.0,0.0,0.0,0.0
5054,11.07,4.01,0.0,11.29,7.23,0.0
5055,-0.9,0.92,-4.25,0.92,0.3,0.0
5056,9.6,4.38,0.0,0.0,7.66,0.0
5057,8.5,4.93,7.64,10.38,0.74,0.0
5058,-9.2,1.79,-6.49,-5.02,-3.71,0.0
5059,9.91,1.16,5.09,2.43,1.11,0.0
5060,30.61,1.21,24.6,21.13,18.65,0.0
5061,7.69,1.16,3.24,1.45,0.78,0.0
5062,5.36,1.43,2.25,1.59,1.28,0.0
5063,0.0,0.0,0.0,0.0,0.0,0.0
5064,26.7,4.02,21.94,8.48,4.71,0.0
5065,19.9,2.57,14.41,8.61,3.81,0.0
5066,0.0,0.0,0.0,0.0,0.0,0.0
5067,4.0,3.79,0.0,4.0,3.17,0.0
5068,31.9,4.6,17.04,6.72,2.17,0.0
5069,0.0,0.0,0.0,0.0,0.0,0.0
5070,0.0,0.0,0.0,0.0,0.0,0.0
5071,-14.4,6.34,4.52,4.26,2.27,0.0
5072,4.1,3.79,0.0,4.1,3.17,0.0
5073,15.4,3.04,15.28,18.48,5.58,0.0
5074,-6.2,5.39,-1.68,3.65,0.32,0.0
5075,15.0,1.95,9.32,4.74,3.14,0.0
5076,17.7,1.9,9.39,4.62,3.06,0.0
5077,5.2,0.38,6.37,5.31,-0.57,0.0
5078,7.2,7.41,0.0,8.5,5.0,0.0
5079,11.3,8.69,0.0,12.65,10.09,0.0
5080,4.7,1.95,0.0,5.12,3.46,0.0
5081,3.6,0.88,0.0,4.12,2.68,0.0
5082,5.5,0.96,4.66,3.23,2.13,0.0
5083,2.4,6.11,10.82,1.09,-1.82,0.0
5084,-12.1,7.99,0.8,4.52,-0.45,0.0
5085,5.6,1.73,1.83,0.0,-0.38,0.0
5086,6.5,1.91,2.4,0.28,-0.19,0.0
5087,6.95,1.29,2.24,1.36,0.89,0.0
5088,0.8,0.8,0.0,0.0,0.0,0.0
5089,0.8,0.8,0.0,0.0,0.0,0.0
5090,3.2,3.61,0.0,4.35,2.69,0.0
5091,1.2,1.1,0.0,1.61,1.0,0.0
5092,-1.0,2.48,3.23,-0.2,-5.53,0.0
5093,-1.0,2.38,3.23,-0.3,-5.62,0.0
5094,14.9,6.98,18.21,10.16,9.12,0.0
5095,0.0,2.2,0.79,0.29,0.69,1.09
5096,35.9,7.26,17.76,12.31,5.51,0.0
5097,-6.4,1.41,-2.09,-4.68,-5.55,0.0
5098,-6.5,1.41,-2.09,-4.69,-5.56,0.0
5099,2.2,5.14,0.0,5.8,-1.73,0.0
5100,0.0,0.0,0.0,0.0,0.0,0.0
5101,0.0,0.0,0.0,0.0,0.0,0.0
5102,-6.3,5.52,1.96,5.4,4.0,0.0
5103,-4.2,0.31,8.86,1.27,0.0,0.0
5104,-3.2,3.2,5.45,1.04,1.15,0.0
5105,9.74,2.77,5.29,5.09,3.43,0.0
5106,3.2,10.14,5.95,9.67,7.05,0.0
5107,10.4,6.05,0.0,0.0,9.96,0.0
5108,5.74,0.89,3.0,2.7,1.48,0.0
5109,-16.5,0.48,-13.38,-8.14,-8.84,0.0
5110,6.0,2.61,0.0,6.0,4.02,0.0
5111,4.5,1.55,0.0,4.5,2.65,0.0
5112,2.1,1.79,0.0,2.1,0.99,0.0
5113,-2.8,8.12,-8.99,6.35,1.04,0.0
5114,23.7,4.74,14.22,12.56,5.73,0.0
5115,26.9,5.93,20.97,13.71,7.27,0.0
5116,10.0,4.76,11.0,8.16,3.29,0.0
5117,1.7,2.01,0.0,1.8,1.29,0.0
5118,28.1,6.04,15.41,10.91,4.49,0.0
5119,-2.3,5.97,-6.24,2.84,0.93,0.0
5120,24.9,7.3,32.73,27.45,13.34,0.0
5121,3.3,1.47,0.0,3.71,2.18,0.0
5122,3.4,1.47,0.0,3.82,2.17,0.0
5123,5.4,0.96,0.38,-2.23,-2.41,0.0
5124,-5.3,6.4,9.35,16.91,10.37,0.0
5125,0.0,0.0,0.0,0.0,0.0,0.0
5126,1.4,1.2,0.0,1.71,1.0,0.0
5127,18.54,4.44,5.74,4.35,0.37,0.0
5128,0.0,2.6,1.68,0.79,0.79,1.28
5129,24.71,7.72,0.0,24.09,11.15,0.0
5130,-7.49,7.21,-3.21,2.57,-3.25,0.0
5131,-1.6,9.09,-6.55,2.82,4.57,0.0
5132,5.33,1.97,5.34,3.55,2.23,0.0
5133,0.0,0.0,0.0,0.0,0.0,0.0
5134,0.0,0.0,0.0,0.0,0.0,0.0
5135,0.0,0.0,0.0,0.0,0.0,0.0
5136,0.0,0.0,0.0,0.0,0.0,0.0
5137,12.9,2.54,1.99,3.48,1.99,0.0
5138,35.7,7.96,19.24,9.0,3.12,0.0
5139,0.0,0.0,0.0,0.0,0.0,0.0
5140,10.32,3.86,1.13,3.46,-3.32,0.0
5141,-8.8,-0.87,3.05,1.9,-1.94,0.0
5142,4.3,1.76,7.64,6.32,2.96,0.0
5143,7.87,1.56,4.93,3.22,2.2,0.0
5144,8.7,1.6,5.43,3.52,2.29,0.0
5145,18.0,0.94,0.0,17.3,3.69,0.0
5146,4.9,5.64,15.02,8.59,4.59,0.0
5147,14.18,1.68,15.11,7.32,2.13,0.0
5148,-7.3,4.39,-2.01,-2.93,-4.24,0.0
5149,-3.57,2.88,0.0,-3.7,-4.08,0.0
5150,-13.3,3.71,-13.56,-12.25,-14.16,0.0
5151,14.5,5.63,15.19,10.1,4.95,0.0
5152,6.03,2.11,3.13,1.0,-1.03,0.0
5153,7.06,2.16,3.66,1.29,-0.88,0.0
5154,-2.31,4.54,2.87,-0.29,-0.41,0.0
5155,-1.95,4.55,3.12,-0.08,-0.51,0.0
5156,22.36,7.85,12.88,11.95,2.96,0.0
5157,10.1,2.51,5.87,5.26,2.8,0.0
5158,3.0,2.49,6.41,5.53,2.9,0.0
5159,0.0,0.0,0.0,0.0,0.0,0.0
5160,19.18,0.68,0.0,0.0,14.35,0.0
5161,-8.5,4.45,0.0,-3.07,-1.72,0.0
5162,0.0,0.0,0.0,0.0,0.0,0.0
5163,3.4,3.82,2.58,3.92,1.87,0.0
5164,4.0,3.9,2.97,4.21,2.06,0.0
5165,-5.7,6.67,1.18,7.77,1.62,0.0
5166,6.8,1.62,19.73,0.0,-6.72,0.0
5167,7.36,1.19,3.06,1.39,0.79,0.0
5168,15.76,7.91,0.0,15.66,9.32,0.0
5169,18.4,6.76,0.0,0.0,14.84,0.0
5170,0.0,0.0,0.0,0.0,0.0,0.0
5171,0.0,0.0,0.0,0.0,0.0,0.0
5172,4.82,5.05,0.6,0.71,4.39,0.0
5173,0.0,0.0,0.0,0.0,0.0,0.0
5174,0.0,0.0,0.0,0.0,0.0,0.0
5175,23.2,4.23,21.14,15.9,8.07,0.0
5176,4.5,2.45,3.77,4.92,3.57,0.0
5177,0.0,0.0,0.0,0.0,0.0,0.0
5178,0.3,0.2,0.0,0.0,0.0,0.0
5179,5.49,1.17,0.0,5.53,2.94,0.0
5180,48.9,9.4,20.57,19.5,8.45,0.0
5181,-3.44,8.36,0.6,0.05,-6.56,0.0
5182,-2.66,8.41,0.97,0.12,-6.59,0.0
5183,3.1,0.39,2.89,1.58,1.48,0.0
5184,4.2,1.76,3.89,2.76,1.56,0.0
5185,4.9,1.75,4.38,2.94,1.75,0.0
5186,10.0,3.77,17.65,9.89,10.0,0.0
5187,5.8,7.41,4.34,-1.49,-3.02,0.0
5188,13.69,1.17,13.36,3.03,1.71,0.0
5189,15.07,1.22,14.04,3.29,1.92,0.0
5190,3.44,1.49,0.0,3.65,1.77,0.0
5191,3.57,1.52,0.0,3.76,1.83,0.0
5192,21.75,7.06,17.95,13.16,4.13,0.0
5193,22.3,7.08,18.22,13.3,4.2,0.0
5194,-33.81,5.73,-17.92,-5.1,-3.93,0.0
5195,-33.51,5.76,-17.74,-4.99,-3.87,0.0
5196,-21.0,5.9,-11.53,1.94,-1.25,0.0
5197,6.7,6.49,0.0,6.49,5.23,0.0
5198,14.7,8.51,25.49,12.89,5.33,0.0
5199,0.0,0.0,0.0,0.0,0.0,0.0
5200,0.0,0.0,0.0,0.0,0.0,0.0
5201,12.8,6.11,19.87,11.35,6.11,0.0
5202,7.41,5.06,0.0,7.02,3.0,0.0
5203,0.0,0.0,0.0,0.0,0.0,0.0
5204,9.6,6.51,13.22,11.16,4.78,0.0
5205,-7.7,6.69,1.02,9.27,2.46,0.0
5206,-7.2,6.73,1.28,9.41,2.54,0.0
5207,28.3,9.85,6.03,10.6,3.8,0.0
5208,4.9,0.77,1.65,1.16,-0.1,0.0
5209,-10.81,3.05,0.0,-10.49,-6.51,0.0
5210,0.0,2.0,0.89,0.49,0.79,1.49
5211,-37.29,3.19,-11.79,-7.32,-5.93,0.0
5212,-36.97,3.24,-11.56,-7.17,-5.86,0.0
5213,10.5,3.56,5.84,4.44,1.94,0.0
5214,10.0,3.58,5.67,4.36,1.85,0.0
5215,-3.58,3.86,-5.66,1.42,-1.42,0.0
5216,11.4,3.91,7.53,1.62,-1.31,0.0
5217,15.57,8.07,7.6,16.19,6.1,0.0
5218,-11.3,7.0,-15.52,-0.78,-3.9,0.0
5219,-1.3,5.79,-2.66,2.92,-0.3,0.0
5220,13.2,5.5,0.0,0.0,10.33,0.0
5221,1.69,1.41,-0.11,1.41,0.2,0.0
5222,3.3,1.4,0.68,1.81,0.4,0.0
5223,-11.76,6.04,-1.3,-0.15,-4.88,0.0
5224,-11.25,6.1,-1.03,0.01,-4.8,0.0
5225,18.4,3.77,11.7,9.12,6.67,0.0
5226,20.7,3.78,13.55,9.33,6.72,0.0
5227,0.0,0.0,0.0,0.0,0.0,0.0
5228,2.0,3.46,12.61,8.05,6.43,0.0
5229,2.56,3.47,12.86,8.17,6.48,0.0
5230,-28.05,3.11,-17.62,-7.15,-5.48,0.0
5231,-27.52,3.13,-17.42,-7.03,-5.42,0.0
5232,-20.99,3.2,-0.82,-2.25,-4.22,0.0
5233,-20.53,3.25,-0.55,-2.11,-4.14,0.0
5234,-15.09,5.81,11.49,7.4,3.57,0.0
5235,-14.66,5.84,11.77,7.54,3.66,0.0
5236,-2.77,5.5,22.12,14.66,9.68,0.0
5237,-2.25,5.53,22.42,14.8,9.75,0.0
5238,6.31,0.95,3.92,2.81,1.73,0.0
5239,6.81,0.95,3.9,3.1,1.92,0.0
5240,18.8,11.34,15.0,26.25,13.79,0.0
5241,6.1,1.24,3.51,2.91,1.34,0.0
5242,6.9,4.29,0.0,0.0,6.05,0.0
5243,4.9,0.96,3.05,0.67,-0.19,0.0
5244,0.0,0.0,0.0,0.0,0.0,0.0
5245,5.25,0.53,1.15,0.83,0.45,0.0
5246,5.3,4.88,16.23,5.62,0.77,0.0
5247,0.0,0.0,0.0,0.0,0.0,0.0
5248,0.0,1.01,-0.89,0.3,0.7,0.0
5249,-15.1,6.26,-7.42,8.15,-0.35,0.0
5250,9.3,-0.09,0.0,1.3,0.28,0.0
5251,10.7,-0.9,-0.63,0.55,-0.63,0.0
5252,4.8,0.96,2.95,0.67,-0.29,0.0
5253,-27.8,2.56,-17.49,-12.27,-12.38,0.0
5254,-2.2,1.98,0.0,-0.41,-2.0,0.0
5255,6.9,0.94,4.09,1.62,0.75,0.0
5256,7.3,1.23,4.38,2.0,1.04,0.0
5257,-17.4,-0.12,-1.55,-0.24,0.12,0.0
5258,31.3,6.14,25.41,11.84,4.96,0.0
5259,-6.9,4.61,-6.71,0.98,-3.72,0.0
5260,-39.72,7.15,-8.39,-0.92,-1.15,0.0
5261,-39.36,7.18,-8.18,-0.79,-1.08,0.0
5262,-26.6,6.64,3.1,-2.3,-4.72,0.0
5263,-26.2,6.66,3.33,-2.19,-4.66,0.0
5264,-22.24,5.38,5.98,0.35,-0.19,0.0
5265,-21.79,5.4,6.22,0.48,-0.14,0.0
5266,-34.77,2.32,8.39,4.4,-3.41,0.0
5267,-34.43,2.34,8.63,4.53,-3.35,0.0
5268,-22.38,4.51,6.13,5.38,7.36,0.0
5269,-21.98,4.53,6.37,5.5,7.42,0.0
5270,-25.17,4.1,0.43,0.09,-1.63,0.0
5271,-24.81,4.14,0.64,0.23,-1.56,0.0
5272,-3.46,4.04,20.8,12.0,9.16,0.0
5273,-2.9,4.07,21.1,12.14,9.22,0.0
5274,18.4,1.37,2.78,2.33,1.72,0.0
5275,4.49,1.46,1.93,0.95,0.63,0.0
5276,2.94,0.44,1.79,1.28,0.71,0.0
5277,16.6,9.38,12.55,13.76,11.58,0.0
5278,54.2,6.86,21.51,23.36,9.52,0.0
5279,-7.7,5.37,-2.64,4.18,2.21,0.0
5280,-26.0,6.17,-13.45,3.21,0.96,0.0
5281,16.41,4.51,11.15,7.87,6.9,0.0
5282,-0.3,6.52,2.57,12.02,5.61,0.0
5283,12.18,2.01,5.44,5.98,0.24,0.0
5284,15.43,3.66,13.06,10.35,2.79,0.0
5285,8.3,0.93,12.93,5.56,2.56,0.0
5286,-22.7,4.32,-12.85,-0.9,0.0,0.0
5287,5.95,1.87,0.0,5.84,2.97,0.0
5288,0.0,0.0,0.0,0.0,0.0,0.0
5289,0.0,7.7,1.89,0.65,1.22,3.46
5290,3.37,1.81,0.0,3.37,1.63,0.0
5291,0.0,0.0,0.0,0.0,0.0,0.0
5292,27.3,5.29,25.17,14.48,6.53,0.0
5293,0.0,0.0,0.0,0.0,0.0,0.0
5294,0.0,0.0,0.0,0.0,0.0,0.0
5295,5.4,2.46,4.88,4.12,2.7,0.0
5296,2.8,-0.19,0.0,0.0,1.98,0.0
5297,7.42,0.81,3.43,2.38,1.5,0.0
5298,19.16,7.84,21.59,15.69,6.11,0.0
5299,96.77,6.79,24.48,9.63,2.13,0.0
5300,9.9,1.29,5.98,3.39,1.76,0.0
5301,0.0,0.0,0.0,0.0,0.0,0.0
5302,-36.89,6.67,-12.1,5.97,4.0,0.0
5303,7.9,6.52,0.0,9.43,4.45,0.0
5304,6.7,0.66,0.0,-0.47,-0.47,0.0
5305,14.4,4.57,10.64,6.02,3.81,0.0
5306,18.0,1.72,1.81,5.73,2.88,0.0
5307,18.6,1.72,1.98,5.8,2.95,0.0
5308,6.62,1.22,5.17,3.55,2.27,0.0
5309,8.3,1.22,5.35,3.64,2.27,0.0
5310,13.16,0.89,3.56,0.53,-0.26,0.0
5311,9.72,1.37,5.94,3.56,2.12,0.0
5312,9.04,1.48,5.17,3.29,1.95,0.0
5313,5.9,1.34,0.57,0.57,0.47,0.0
5314,6.2,1.34,0.95,0.66,0.47,0.0
5315,23.03,4.72,4.8,4.09,-0.18,0.0
5316,11.18,0.93,5.83,2.45,1.78,0.0
5317,5.13,3.87,0.0,5.13,4.38,0.0
5318,0.0,0.0,0.0,0.0,0.0,0.0
5319,-20.8,2.59,-14.38,-9.28,-9.28,0.0
5320,11.04,1.93,1.26,2.28,1.56,0.0
5321,46.8,1.38,2.8,1.94,0.82,0.0
5322,82.83,1.66,2.6,2.58,1.7,0.0
5323,6.79,1.7,2.91,2.74,1.78,0.0
5324,17.62,5.81,16.0,3.37,2.63,0.0
5325,-1.9,6.17,3.37,1.03,2.08,0.0
5326,8.19,1.99,5.17,3.16,1.74,0.0
5327,11.49,2.27,5.82,3.57,2.06,0.0
5328,16.0,8.88,6.82,11.5,11.5,0.0
5329,5.4,1.84,2.23,1.64,1.44,0.0
5330,11.07,2.1,4.83,2.79,0.99,0.0
5331,3.41,0.55,0.0,3.56,1.86,0.0
5332,1.7,6.83,4.74,12.87,7.51,0.0
5333,-34.58,-7.32,-9.04,-24.66,-13.45,0.0
5334,-9.8,5.99,-4.65,10.67,2.85,0.0
5335,14.12,7.81,-7.97,3.97,7.25,0.0
5336,0.0,0.0,0.0,0.0,0.0,0.0
5337,0.0,0.0,0.0,0.0,0.0,0.0
5338,-23.4,5.36,0.0,6.24,1.59,0.0
5339,-14.3,5.28,-8.83,0.59,-3.6,0.0
5340,20.1,1.26,4.07,2.56,2.21,0.0
5341,25.65,5.71,19.79,10.52,2.41,0.0
5342,16.0,0.87,22.23,6.13,2.29,0.0
5343,4.43,1.4,2.79,2.39,1.19,0.0
5344,-3.06,4.57,15.86,10.98,7.71,0.0
5345,-24.7,4.44,-14.82,0.4,-5.28,0.0
5346,9.8,1.76,7.65,6.09,3.0,0.0
5347,12.0,1.82,7.8,6.26,3.04,0.0
5348,4.6,2.45,3.36,2.05,1.36,0.0
5349,-9.3,5.22,14.38,9.15,1.11,0.0
5350,-17.37,1.37,12.47,0.84,-3.02,0.0
5351,5.02,5.66,5.36,-0.32,-5.34,0.0
5352,17.4,5.77,13.42,7.17,1.65,0.0
5353,15.44,4.48,-4.62,-2.57,-6.58,0.0
5354,-4.5,6.7,-0.83,8.15,4.03,0.0
5355,-20.7,4.76,-1.25,-2.34,-4.34,0.0
5356,6.5,2.89,3.35,3.2,1.95,0.0
5357,7.54,2.9,3.65,3.31,1.99,0.0
5358,5.55,1.15,2.94,0.34,-0.92,0.0
5359,6.29,1.18,3.36,0.55,-0.81,0.0
5360,25.12,2.03,7.22,-1.01,-2.02,0.0
5361,11.7,0.99,1.92,-0.36,-2.36,0.0
5362,12.37,1.78,6.75,5.81,2.64,0.0
5363,13.6,2.16,4.6,4.89,3.18,0.0
5364,14.1,3.63,2.61,-1.64,-4.12,0.0
5365,9.1,3.02,7.49,5.72,2.92,0.0
5366,10.1,3.09,7.73,5.87,2.9,0.0
5367,9.1,4.7,-1.36,1.68,-7.7,0.0
5368,32.6,4.66,-1.19,1.77,-7.66,0.0
5369,7.2,3.98,7.63,8.5,5.51,0.0
5370,-9.9,2.04,9.34,8.16,5.01,0.0
5371,14.1,1.69,7.04,5.45,2.61,0.0
5372,9.89,0.47,5.97,1.0,0.24,0.0
5373,0.0,3.77,2.55,-0.62,-0.09,3.39
5374,13.7,2.25,5.28,5.18,3.36,0.0
5375,10.33,6.94,24.13,14.17,6.7,0.0
5376,10.01,4.46,10.26,11.62,5.3,0.0
5377,11.27,4.48,10.45,11.71,5.33,0.0
5378,8.3,1.4,5.35,3.34,2.17,0.0
5379,9.4,1.39,5.6,3.4,2.24,0.0
5380,15.8,2.66,-1.19,-10.72,-11.67,0.0
5381,10.98,6.97,24.53,14.35,6.78,0.0
5382,9.45,1.35,5.85,3.74,2.53,0.0
5383,8.2,0.93,5.25,3.54,1.88,0.0
5384,-14.6,5.69,1.55,3.89,4.79,0.0
5385,-18.2,5.14,-0.49,-1.09,-2.39,0.0
5386,-6.8,-0.64,2.42,0.22,0.11,0.0
5387,5.0,1.06,3.04,2.14,1.55,0.0
5388,7.5,1.03,3.56,2.38,1.61,0.0
5389,8.49,1.92,7.62,5.26,3.29,0.0
5390,5.43,1.1,2.26,1.47,0.7,0.0
5391,24.8,9.09,20.23,18.52,5.41,0.0
5392,-59.6,-1.22,-23.19,-12.74,-8.18,0.0
5393,7.59,2.54,2.15,3.22,1.43,0.0
5394,6.18,0.65,2.85,2.46,1.12,0.0
5395,4.66,1.76,4.24,3.32,1.66,0.0
5396,10.18,1.81,4.83,3.65,1.78,0.0
5397,-27.6,6.16,-18.56,-3.34,-4.11,0.0
5398,-12.1,4.15,-7.67,-1.12,-6.39,0.0
5399,8.4,1.69,5.24,3.04,1.69,0.0
5400,0.0,0.0,0.0,0.0,0.0,0.0
5401,11.9,1.66,5.07,3.04,1.86,0.0
5402,13.03,1.68,5.34,3.13,1.92,0.0
5403,-24.5,7.55,3.0,13.19,3.71,0.0
5404,12.66,5.39,21.1,5.66,-0.27,0.0
5405,-28.2,4.97,-4.77,4.21,1.56,0.0
5406,3.12,6.6,3.16,-2.44,-3.84,0.0
5407,5.39,6.61,2.18,-0.39,-1.84,0.0
5408,11.64,4.04,11.31,9.77,7.76,0.0
5409,13.13,4.08,11.57,9.84,7.95,0.0
5410,0.0,0.0,0.0,0.0,0.0,0.0
5411,5.6,1.15,3.73,2.62,1.54,0.0
5412,9.8,1.01,7.12,3.1,1.57,0.0
5413,11.0,0.54,10.12,14.2,12.8,0.0
5414,117.62,0.89,115.47,123.2,120.71,0.0
5415,0.0,0.0,0.0,0.0,0.0,0.0
5416,-16.04,5.56,0.71,7.65,4.0,0.0
5417,-15.35,5.59,1.09,7.86,4.09,0.0
5418,9.0,1.41,3.39,2.11,1.49,0.0
5419,56.4,2.52,4.94,3.63,2.78,0.0
5420,30.2,3.09,9.32,6.63,3.66,0.0
5421,0.0,0.0,0.0,0.0,0.0,0.0
5422,0.0,0.0,0.0,0.0,0.0,0.0
5423,15.94,2.2,10.31,2.93,2.44,0.0
5424,0.0,7.38,7.69,4.48,0.99,5.07
5425,0.0,0.0,0.0,0.0,0.0,0.0
5426,-25.5,5.08,4.34,11.86,3.47,0.0
5427,21.1,3.15,31.2,20.14,6.79,0.0
5428,5.5,1.44,2.33,4.66,2.43,0.0
5429,5.18,0.1,2.51,1.3,0.7,0.0
5430,2.91,0.3,2.91,1.79,0.89,0.0
5431,16.75,2.02,4.07,3.94,2.65,0.0
5432,-31.7,3.96,-13.32,-8.57,-11.3,0.0
5433,-28.8,4.4,5.01,8.7,3.19,0.0
5434,2.1,3.34,0.0,0.0,1.09,0.0
5435,0.0,0.6,0.6,0.1,0.6,-0.2
5436,14.5,3.15,9.67,6.71,3.71,0.0
5437,-41.3,6.15,-3.77,1.56,0.17,0.0
5438,5.12,5.26,1.18,1.09,4.4,0.0
5439,4.9,1.06,0.77,0.77,0.19,0.0
5440,16.68,2.25,10.7,3.18,2.58,0.0
